X, Y, Z, Dose
0, 0, 0, 0
0, 1, 0, 0
0, 2, 0, 0
0, 3, 0, 4.749064697051608e-09
0, 4, 0, 0
0, 5, 0, 0
0, 6, 0, 0
0, 7, 0, 0
0, 8, 0, 0
0, 9, 0, 0
0, 10, 0, 5.472685082885675e-10
0, 11, 0, 1.111982950163792e-09
0, 12, 0, 1.590781395499619e-10
0, 13, 0, 0
0, 14, 0, 2.321091763235472e-09
0, 15, 0, 0
0, 16, 0, 0
0, 17, 0, 0
0, 18, 0, 1.040273200914044e-09
0, 19, 0, 5.554300130938827e-09
0, 20, 0, 0
0, 21, 0, 4.747333637311613e-10
0, 22, 0, 2.682021049693617e-09
0, 23, 0, 2.97027247242454e-09
0, 24, 0, 0
0, 25, 0, 0
0, 26, 0, 0
0, 27, 0, 1.676662281235863e-10
0, 28, 0, 2.769620754961011e-09
0, 29, 0, 0
0, 30, 0, 2.927535547314619e-09
0, 31, 0, 0
0, 32, 0, 0
0, 33, 0, 0
0, 34, 0, 0
0, 35, 0, 6.97947311056879e-10
0, 36, 0, 1.766579771356191e-09
0, 37, 0, 0
0, 38, 0, 0
0, 39, 0, 0
0, 40, 0, 0
0, 41, 0, 0
0, 42, 0, 0
0, 43, 0, 0
0, 44, 0, 0
0, 45, 0, 3.51173867763066e-09
0, 46, 0, 3.324907904556085e-09
0, 47, 0, 0
0, 48, 0, 0
0, 49, 0, 0
0, 50, 0, 0
0, 51, 0, 4.032455258595746e-09
0, 52, 0, 0
0, 53, 0, 0
0, 54, 0, 4.889368857702303e-12
0, 55, 0, 0
0, 56, 0, 0
0, 57, 0, 2.072154225984946e-09
0, 58, 0, 6.368132687839534e-10
0, 59, 0, 0
0, 60, 0, 0
0, 61, 0, 0
0, 62, 0, 1.860092857519646e-09
0, 63, 0, 1.108752090139831e-09
0, 64, 0, 0
0, 65, 0, 0
0, 66, 0, 0
0, 67, 0, 0
0, 68, 0, 0
0, 69, 0, 0
0, 70, 0, 0
0, 71, 0, 0
0, 72, 0, 0
0, 73, 0, 0
0, 74, 0, 0
0, 75, 0, 0
0, 76, 0, 0
0, 77, 0, 0
0, 78, 0, 6.040344335822567e-10
0, 79, 0, 8.503752702004874e-10
0, 80, 0, 0
0, 81, 0, 2.535176957252361e-09
0, 82, 0, 2.423407308160819e-10
0, 83, 0, 0
0, 84, 0, 8.270423457190645e-09
0, 85, 0, 2.214666672273324e-09
0, 86, 0, 1.076279509959477e-09
0, 87, 0, 2.961452749694615e-10
0, 88, 0, 0
0, 89, 0, 0
0, 90, 0, 0
0, 91, 0, 2.782489794128651e-09
0, 92, 0, 0
0, 93, 0, 0
0, 94, 0, 0
0, 95, 0, 0
0, 96, 0, 2.126440579175437e-09
0, 97, 0, 0
0, 98, 0, 0
0, 99, 0, 0
0, 100, 0, 5.67059676992443e-10
0, 101, 0, 0
0, 102, 0, 0
0, 103, 0, 5.120516455292545e-09
0, 104, 0, 0
0, 105, 0, 0
0, 106, 0, 0
0, 107, 0, 0
0, 108, 0, 0
0, 109, 0, 0
0, 110, 0, 0
0, 111, 0, 0
0, 112, 0, 0
0, 113, 0, 4.91376672684396e-09
0, 114, 0, 1.928105675119696e-09
0, 115, 0, 1.774660751685531e-09
0, 116, 0, 0
0, 117, 0, 0
0, 118, 0, 4.198704051106006e-09
0, 119, 0, 2.403601317979565e-09
0, 120, 0, 0
0, 121, 0, 0
0, 122, 0, 5.781700007645441e-09
0, 123, 0, 0
0, 124, 0, 0
0, 125, 0, 0
0, 126, 0, 0
0, 127, 0, 2.596046710934274e-09
0, 128, 0, 1.398288373977152e-09
0, 129, 0, 7.269100876783341e-10
0, 130, 0, 1.183425579753816e-09
0, 131, 0, 1.551345052419606e-09
0, 132, 0, 4.004794273981815e-10
0, 133, 0, 0
0, 134, 0, 0
0, 135, 0, 0
0, 136, 0, 0
0, 137, 0, 0
0, 138, 0, 0
0, 139, 0, 0
0, 140, 0, 5.586653362144034e-09
0, 141, 0, 3.341732446315859e-10
0, 142, 0, 0
0, 143, 0, 3.717325558483253e-09
0, 144, 0, 6.020715592747194e-10
0, 145, 0, 0
0, 146, 0, 2.158097867077657e-10
0, 147, 0, 2.369809015689839e-09
0, 148, 0, 0
0, 149, 0, 0
0, 150, 0, 0
0, 151, 0, 0
0, 152, 0, 0
0, 153, 0, 0
0, 154, 0, 0
0, 155, 0, 0
0, 156, 0, 5.940931746550859e-09
0, 157, 0, 4.414316023826359e-09
0, 158, 0, 0
0, 159, 0, 0
0, 160, 0, 0
0, 161, 0, 0
0, 162, 0, 0
0, 163, 0, 0
0, 164, 0, 0
0, 165, 0, 0
0, 166, 0, 0
0, 167, 0, 0
0, 168, 0, 1.298221426193624e-11
0, 169, 0, 0
0, 170, 0, 0
0, 171, 0, 0
0, 172, 0, 0
0, 173, 0, 0
0, 174, 0, 0
0, 175, 0, 7.851675559722437e-11
0, 176, 0, 0
0, 177, 0, 0
0, 178, 0, 0
0, 179, 0, 2.855673253421287e-09
0, 180, 0, 1.177185904310818e-09
0, 181, 0, 0
0, 182, 0, 0
0, 183, 0, 0
0, 184, 0, 0
0, 185, 0, 0
0, 186, 0, 0
0, 187, 0, 0
0, 188, 0, 0
0, 189, 0, 0
0, 190, 0, 0
0, 191, 0, 0
0, 192, 0, 0
0, 193, 0, 1.026411622362389e-09
0, 194, 0, 1.614476552447286e-09
0, 195, 0, 0
0, 196, 0, 0
0, 197, 0, 0
0, 198, 0, 0
0, 199, 0, 0
0, 200, 0, 0
0, 201, 0, 0
0, 202, 0, 0
0, 203, 0, 0
0, 204, 0, 0
0, 205, 0, 6.806936125869356e-10
0, 206, 0, 0
0, 207, 0, 0
1, 0, 0, 3.035746931612238e-10
1, 1, 0, 1.661730864022104e-09
1, 2, 0, 0
1, 3, 0, 0
1, 4, 0, 0
1, 5, 0, 3.214035926291103e-09
1, 6, 0, 0
1, 7, 0, 0
1, 8, 0, 0
1, 9, 0, 0
1, 10, 0, 8.137666096530438e-10
1, 11, 0, 3.469321052662622e-09
1, 12, 0, 5.478422604454636e-09
1, 13, 0, 2.33572938768134e-10
1, 14, 0, 3.764144995699326e-09
1, 15, 0, 0
1, 16, 0, 0
1, 17, 0, 0
1, 18, 0, 7.481373298645622e-10
1, 19, 0, 0
1, 20, 0, 0
1, 21, 0, 0
1, 22, 0, 8.984630817110428e-10
1, 23, 0, 4.33937275001739e-10
1, 24, 0, 0
1, 25, 0, 0
1, 26, 0, 0
1, 27, 0, 3.340800303064384e-09
1, 28, 0, 2.38468844671047e-09
1, 29, 0, 0
1, 30, 0, 1.352437328794309e-10
1, 31, 0, 6.746453395933827e-10
1, 32, 0, 0
1, 33, 0, 7.615112429526505e-10
1, 34, 0, 1.958886608477428e-09
1, 35, 0, 1.140229133334003e-09
1, 36, 0, 3.978845253271857e-09
1, 37, 0, 4.442906487156506e-09
1, 38, 0, 0
1, 39, 0, 0
1, 40, 0, 6.943990937813282e-10
1, 41, 0, 2.383667430105874e-10
1, 42, 0, 6.669777508072627e-10
1, 43, 0, 1.686501494013726e-09
1, 44, 0, 0
1, 45, 0, 9.956648838738147e-10
1, 46, 0, 5.621231480290589e-09
1, 47, 0, 9.914115361997489e-11
1, 48, 0, 0
1, 49, 0, 0
1, 50, 0, 1.794882575900658e-09
1, 51, 0, 3.82425646705542e-10
1, 52, 0, 0
1, 53, 0, 0
1, 54, 0, 2.225545164824538e-10
1, 55, 0, 0
1, 56, 0, 0
1, 57, 0, 0
1, 58, 0, 3.17374881930732e-09
1, 59, 0, 0
1, 60, 0, 0
1, 61, 0, 0
1, 62, 0, 0
