X, Y, Z, Dose
0, 0, 0, 0
0, 1, 0, 1.985081876654249e-09
0, 2, 0, 0
0, 3, 0, 0
0, 4, 0, 0
0, 5, 0, 0
0, 6, 0, 0
0, 7, 0, 0
0, 8, 0, 4.74165595676368e-10
0, 9, 0, 0
0, 10, 0, 0
0, 11, 0, 0
0, 12, 0, 0
0, 13, 0, 0
0, 14, 0, 0
0, 15, 0, 0
0, 16, 0, 7.153556080830015e-10
0, 17, 0, 0
0, 18, 0, 0
0, 19, 0, 0
0, 20, 0, 0
0, 21, 0, 0
0, 22, 0, 0
0, 23, 0, 0
0, 24, 0, 0
0, 25, 0, 0
0, 26, 0, 0
0, 27, 0, 0
0, 28, 0, 0
0, 29, 0, 0
0, 30, 0, 2.674056254203805e-10
0, 31, 0, 0
0, 32, 0, 0
0, 33, 0, 0
0, 34, 0, 0
0, 35, 0, 0
0, 36, 0, 0
0, 37, 0, 0
0, 38, 0, 0
0, 39, 0, 0
0, 40, 0, 0
0, 41, 0, 0
0, 42, 0, 0
0, 43, 0, 0
0, 44, 0, 1.077998579290806e-09
0, 45, 0, 1.803668880917542e-09
0, 46, 0, 0
0, 47, 0, 0
0, 48, 0, 0
0, 49, 0, 0
0, 50, 0, 0
0, 51, 0, 0
0, 52, 0, 0
0, 53, 0, 0
0, 54, 0, 0
0, 55, 0, 0
0, 56, 0, 0
0, 57, 0, 0
0, 58, 0, 0
0, 59, 0, 0
0, 60, 0, 1.569465002404513e-09
0, 61, 0, 8.955951535938311e-09
0, 62, 0, 0
0, 63, 0, 2.822156286441668e-09
0, 64, 0, 1.683213013414786e-09
0, 65, 0, 1.93374732893048e-10
0, 66, 0, 5.472381658933045e-09
0, 67, 0, 1.719798636834469e-09
0, 68, 0, 0
0, 69, 0, 0
0, 70, 0, 0
0, 71, 0, 0
0, 72, 0, 0
0, 73, 0, 0
0, 74, 0, 0
0, 75, 0, 0
0, 76, 0, 0
0, 77, 0, 0
0, 78, 0, 0
0, 79, 0, 2.777489349625739e-09
0, 80, 0, 2.95104114755862e-11
0, 81, 0, 0
0, 82, 0, 0
0, 83, 0, 0
0, 84, 0, 1.945613004039615e-09
0, 85, 0, 0
0, 86, 0, 0
0, 87, 0, 0
0, 88, 0, 0
0, 89, 0, 0
0, 90, 0, 0
0, 91, 0, 8.090172975983023e-10
0, 92, 0, 0
0, 93, 0, 0
0, 94, 0, 0
0, 95, 0, 0
0, 96, 0, 0
0, 97, 0, 0
0, 98, 0, 0
0, 99, 0, 1.27529931059911e-09
0, 100, 0, 1.059798138136614e-09
0, 101, 0, 0
0, 102, 0, 0
0, 103, 0, 0
0, 104, 0, 0
0, 105, 0, 0
0, 106, 0, 0
0, 107, 0, 0
0, 108, 0, 0
0, 109, 0, 0
0, 110, 0, 1.379337200013708e-09
0, 111, 0, 9.995503313930953e-10
0, 112, 0, 0
0, 113, 0, 0
0, 114, 0, 0
0, 115, 0, 0
0, 116, 0, 0
0, 117, 0, 4.006968534753241e-09
0, 118, 0, 1.156087114928539e-09
0, 119, 0, 1.710936614607306e-09
0, 120, 0, 1.999534093855004e-09
0, 121, 0, 0
0, 122, 0, 4.193977165556362e-09
0, 123, 0, 3.504859291680873e-09
0, 124, 0, 1.107988256698889e-09
