X, Y, Z, Dose
0, 0, 0, 0
0, 1, 0, 3.524893432693688e-10
0, 2, 0, 0
0, 3, 0, 1.286833528624243e-09
0, 4, 0, 0
0, 5, 0, 6.435311838970392e-09
0, 6, 0, 0
0, 7, 0, 0
0, 8, 0, 0
0, 9, 0, 0
0, 10, 0, 0
0, 11, 0, 3.068988396748296e-09
0, 12, 0, 9.360752173392939e-10
0, 13, 0, 3.039336560206607e-09
0, 14, 0, 3.158915573564514e-09
0, 15, 0, 0
0, 16, 0, 2.118382275151376e-10
0, 17, 0, 0
0, 18, 0, 0
0, 19, 0, 1.679800187837088e-10
0, 20, 0, 8.274508855876661e-10
0, 21, 0, 0
0, 22, 0, 2.161585910265273e-10
0, 23, 0, 0
0, 24, 0, 0
0, 25, 0, 3.551966498704928e-09
0, 26, 0, 0
0, 27, 0, 0
0, 28, 0, 0
0, 29, 0, 1.76423797793035e-09
0, 30, 0, 0
0, 31, 0, 0
0, 32, 0, 0
0, 33, 0, 0
0, 34, 0, 3.091515043962545e-09
0, 35, 0, 1.098308555214089e-09
0, 36, 0, 0
0, 37, 0, 1.137526184358251e-09
0, 38, 0, 0
0, 39, 0, 0
0, 40, 0, 0
0, 41, 0, 1.44692946513203e-09
0, 42, 0, 0
0, 43, 0, 0
0, 44, 0, 0
0, 45, 0, 0
0, 46, 0, 0
0, 47, 0, 0
0, 48, 0, 1.836372026664534e-10
0, 49, 0, 0
0, 50, 0, 0
0, 51, 0, 2.846912261489365e-09
0, 52, 0, 2.566200363318671e-09
0, 53, 0, 3.724215158484867e-09
0, 54, 0, 0
0, 55, 0, 0
0, 56, 0, 2.93249535765483e-09
0, 57, 0, 0
0, 58, 0, 3.313451069075768e-09
0, 59, 0, 1.111402636588821e-09
0, 60, 0, 0
0, 61, 0, 0
0, 62, 0, 0
0, 63, 0, 0
0, 64, 0, 0
0, 65, 0, 0
0, 66, 0, 0
0, 67, 0, 7.034708371378429e-10
0, 68, 0, 0
0, 69, 0, 0
0, 70, 0, 0
0, 71, 0, 2.859937175969662e-09
0, 72, 0, 0
0, 73, 0, 0
0, 74, 0, 0
0, 75, 0, 0
0, 76, 0, 0
0, 77, 0, 2.159216555552845e-10
0, 78, 0, 2.269129550924731e-09
0, 79, 0, 0
0, 80, 0, 0
0, 81, 0, 3.128073321201352e-12
0, 82, 0, 0
0, 83, 0, 0
0, 84, 0, 0
0, 85, 0, 0
0, 86, 0, 0
0, 87, 0, 0
0, 88, 0, 0
0, 89, 0, 0
0, 90, 0, 8.582193289363715e-10
0, 91, 0, 0
0, 92, 0, 1.069835442457645e-09
0, 93, 0, 0
0, 94, 0, 1.978548436198935e-09
0, 95, 0, 2.254028519388385e-09
0, 96, 0, 0
0, 97, 0, 0
0, 98, 0, 0
0, 99, 0, 0
0, 100, 0, 0
0, 101, 0, 0
0, 102, 0, 0
0, 103, 0, 0
0, 104, 0, 0
0, 105, 0, 0
0, 106, 0, 1.073486965985637e-09
0, 107, 0, 0
0, 108, 0, 3.683077176575011e-09
0, 109, 0, 3.341687815350269e-09
0, 110, 0, 0
0, 111, 0, 0
0, 112, 0, 0
0, 113, 0, 2.861923364960717e-09
0, 114, 0, 3.824365713001043e-09
0, 115, 0, 0
0, 116, 0, 0
0, 117, 0, 0
0, 118, 0, 2.835544243851018e-09
0, 119, 0, 0
0, 120, 0, 4.686045440571718e-10
0, 121, 0, 0
0, 122, 0, 0
0, 123, 0, 0
0, 124, 0, 0
0, 125, 0, 1.221367895709591e-09
0, 126, 0, 0
0, 127, 0, 0
0, 128, 0, 0
0, 129, 0, 0
0, 130, 0, 0
0, 131, 0, 0
0, 132, 0, 4.626385052830528e-09
0, 133, 0, 1.706998570272233e-10
0, 134, 0, 0
0, 135, 0, 6.996042634099808e-10
0, 136, 0, 3.106540580333217e-09
0, 137, 0, 0
0, 138, 0, 0
0, 139, 0, 0
0, 140, 0, 0
0, 141, 0, 5.658511853523507e-12
0, 142, 0, 0
0, 143, 0, 0
0, 144, 0, 0
0, 145, 0, 0
0, 146, 0, 2.228800699555222e-09
0, 147, 0, 1.502821755927641e-09
0, 148, 0, 0
0, 149, 0, 4.886437365847485e-10
0, 150, 0, 0
0, 151, 0, 0
0, 152, 0, 4.796408270557606e-10
0, 153, 0, 9.700317216143617e-10
0, 154, 0, 0
0, 155, 0, 0
